$E$,$p_x$,$p_y$,$p_z$,charge,timestamp
0.6701644838387756,0.031392105143697106,0.6117986117603356,0.27157124255278886,0.0,1665353481.018602
1.225364806388072,0.16841912658565433,0.4417230815056777,1.1305012984511476,1.0,1665353481.3829384
0.3635594120905627,-0.07467131486825473,0.23357290559659316,0.2684047105150104,0.0,1665353481.7472746
0.46109276089300444,-0.14532511416736701,0.40627337748033965,0.16256582694678637,-1.0,1665353482.1116111
0.6253134716237524,-2.0417096005814983e-05,0.609195469107474,0.14104813999559315,-1.0,1665353482.4759476
0.6458040018233893,0.010152541496790946,0.42461682723978533,0.4863885223739129,-1.0,1665353482.840284
1.1126385295872512,0.03688780925137871,0.40703190159092645,1.0346968532560583,1.0,1665353483.2046204
0.8272167330823899,0.18703207155015708,0.4800408564213955,0.6471978475469243,0.0,1665353483.5689569
0.9292932079212719,-0.15263338291658904,0.6375471113915443,0.6585864464626828,0.0,1665353483.9332933
0.5851053321712691,-0.09879135940643505,0.5683383350430777,0.0978662554833998,0.0,1665353484.2976298
0.5727593748454558,0.024059952555612087,0.571098626475373,0.03513244930717703,0.0,1665353484.661966
0.9450639626384812,-0.11918406909989256,0.3549783935865496,0.867714325822418,0.0,1665353485.0263026
0.7900386453936042,-0.0058906878172305145,0.6328099401376779,0.4728545766674461,0.0,1665353485.390639
0.477833605595369,0.11860738133974007,0.46116520036814684,0.039769984880649846,0.0,1665353485.7549756
1.339389624616959,0.2010557726807748,0.503911297459257,1.2245865821150512,-1.0,1665353486.119312
0.9535450682822992,-0.01442989195294581,0.6114152324203166,0.7313550088897534,1.0,1665353486.4836483
0.8968494298014476,-0.023469643552175283,0.46290796055090006,0.7677908931638364,1.0,1665353486.8479848
0.8302759766492452,-0.14068072439129634,0.46354113614305464,0.6743096516355109,-1.0,1665353487.2123213
0.9613323495884359,-0.11539109401491368,0.5213307905980006,0.7994096250119382,1.0,1665353487.5766578
1.1377456534050028,0.009556242128543715,0.5880639867603816,0.9739369371544766,-1.0,1665353487.940994
0.4889736584668214,0.02505329551277998,0.4576172902288108,0.17044807638110027,0.0,1665353488.3053305
0.6294976658484439,-0.09998036930681588,0.4715506537637907,0.40485772562327793,1.0,1665353488.669667
1.551412258812348,0.011379385607444363,0.6960364180895608,1.3864639811655703,0.0,1665353489.0340035
1.0402376416032189,-0.08807530307186283,0.5739277634073412,0.8630512872287911,0.0,1665353489.3983397
0.5582227157309558,0.13278241772727642,0.3633085610693883,0.40206601367714884,-1.0,1665353489.7626762
0.8294288690308129,-0.09673304132783699,0.4251550156035554,0.7055741918496885,-1.0,1665353490.1270127
2.3752183511666294,-0.10904782843031023,0.7114148163626084,2.2635311475420683,1.0,1665353490.4913492
0.705855526801811,0.10268298112963806,0.5317377867856528,0.4527029005951787,-1.0,1665353490.8556855
0.7510970364665653,0.22090036890456544,0.5736722459999757,0.43156423551544126,0.0,1665353491.220022
1.2205303055065089,0.03398152259205403,0.6925267744552466,1.0044623982234226,-1.0,1665353491.5843585
0.7591474448631316,-0.02323941686710009,0.5156819197337467,0.5566279549264628,0.0,1665353491.948695
0.7093632980939238,-0.06820647043491368,0.4677556609617239,0.5289097916580494,1.0,1665353492.3130312
0.6286153890435805,-0.1341756299186349,0.5542367808422024,0.26452513763350005,-1.0,1665353492.6773677
0.8076697222172817,0.07631179262935917,0.49381681347131545,0.6345474018741788,0.0,1665353493.0417042
0.8264474860414146,-0.002010335001027386,0.5318703555090163,0.6324862375325414,-1.0,1665353493.4060407
0.8467796902169811,-0.10726886229842154,0.36279747796910883,0.7575095609458818,1.0,1665353493.770377
0.401626565225397,0.007977003511558622,0.3747859482367257,0.14383764567742702,0.0,1665353494.1347134
