Time (s),Distance (m),Height (m),Drag coefficient,Projectile area (m^2)
0.0,4.427920570095822,0.5630127542131187,0.7359437487045463,0.48192581689703073
0.1,12.809772132001255,4.574099694486518,0.6713625156240983,0.4969257440774014
0.2,16.55732614252723,15.916676432923857,0.7023369865017748,0.49286943199326133
0.30000000000000004,20.400842727196075,24.550527971323266,0.6770314569115986,0.4763907137180326
0.4,34.11439061474662,31.817728405099743,0.6707972788964053,0.4989772191828965
0.5,29.19832709576151,35.75139603403691,0.7948922396080462,0.40133241480416565
0.6000000000000001,36.53861906120272,37.468463661075205,0.9090977500921368,0.43797282980880475
0.7000000000000001,51.21931563185444,45.458328098739685,0.8504390590382271,0.4167561541695205
0.8,52.5698360952735,45.5068486375972,0.8547657262650137,0.39737865521781673
0.9,50.267599810308134,40.27291968356992,0.844483603896572,0.40382006477346183
1.0,57.61481642448275,50.023176162375876,0.48874632762102915,0.13735071115161562
1.1,52.1276164026073,55.076326825263365,0.43490904042079653,0.1145559131328115
1.2000000000000002,62.58899021395569,59.24774781717537,0.4691657370766691,0.11872424215374688
1.3,65.29724667795344,59.10658336545239,0.5052138660444425,0.12133257482912843
1.4000000000000001,68.83856150032479,58.56217065328926,0.4589504918291939,0.15835978892219357
1.5,79.5371044882633,59.61637579258042,0.6666421282145426,0.3951296186526139
1.6,76.70862896187543,66.25155689891943,0.6193058724492074,0.3804478267379263
1.7000000000000002,73.40222650792758,68.17824797407741,0.6419412569914467,0.3813677716811368
1.8,83.72039723169077,73.2167031927151,0.6105668957076262,0.37541689265859884
1.9000000000000001,77.33751180213112,74.8410862647478,0.6491255664865886,0.41002342452833856
2.0,81.46203748533377,72.79855242833155,0.6621507392363921,0.5073872110005619
2.1,84.49478120908732,69.69562308689179,0.6881456628189411,0.44198837831108734
2.2,88.50665264037835,75.68442860685703,0.7184134378857845,0.5109327198677158
2.3000000000000003,89.42029850318391,78.87263771701527,0.7192439347406824,0.4802690277382348
2.4000000000000004,82.70316676877336,80.29406042468483,0.6911873377559112,0.48409924824566086
2.5,88.79367081581044,79.21149032889382,0.8638757117687632,0.42211766445443166
2.6,96.43715823964949,82.25906054751078,0.8933752454819238,0.4347444005816492
2.7,115.59587191143142,78.03416106765529,0.8471166633960515,0.40318712397066214
2.8000000000000003,102.98642257946089,78.33548954783689,0.7674084171845127,0.3995879212698128
2.9000000000000004,102.91899000355274,83.82485307032864,0.8066437396852341,0.4104814798487951
3.0,103.56134112173785,79.02456817522145,0.5183154791689965,0.11300175734792338
3.1,107.5239110633679,79.28877707741763,0.5528742824798525,0.11292242816867173
3.2,114.01484935664537,80.29292140235009,0.5203392789583509,0.1006127741053359
3.3000000000000003,104.40792431718715,79.56328531802595,0.4984805601109197,0.10896383869846019
3.4000000000000004,118.45961962563972,78.205059199677,0.4625777589598925,0.14375169717088962
3.5,115.41567267763227,75.89394646570189,0.6682594775279821,0.38805747144244856
3.6,103.24782594526059,80.14070994592079,0.6505662875825469,0.39701439331270244
3.7,120.30621585880665,81.18528395827205,0.6866902556044905,0.3811031329786219
3.8000000000000003,112.78605124858456,77.69578421731119,0.669819244654985,0.34825553000461557
3.9000000000000004,121.96426298644852,76.64719042388423,0.6388182715836888,0.3929168975517346
4.0,126.13251328034505,73.53184515681652,0.6807993300084025,0.4846631609089155
4.1000000000000005,118.49681357055695,81.09228397809457,0.6367931478224241,0.49033277921159135
4.2,125.0011870502671,77.82208814063534,0.7463994279187348,0.4614829506312816
4.3,129.7744060217625,74.6159652305417,0.7334511680951471,0.47789627596878803
4.4,129.62926359106424,77.91634103294386,0.6581854386955964,0.4809729794155721
4.5,126.3833323852115,73.66362604933525,0.8341869987700308,0.45514881241595
4.6000000000000005,129.14188775340966,77.61026378800938,0.8405982585523833,0.40233519324077033
4.7,129.97858881351917,69.82209559563182,0.9423214278770176,0.4260335927321474
4.800000000000001,136.27456863020925,69.1861228392151,0.848954173946421,0.4210239678802691
4.9,133.46723988677763,70.59890344039434,0.8559633090768325,0.40924129467949244
5.0,127.51353812231487,65.9565797415782,0.5197522809884482,0.12123128444685329
5.1000000000000005,133.91736034102215,62.392837592920344,0.5051021152298295,0.12329539645105786
5.2,134.97662657340746,62.388463974462155,0.4948837325859404,0.12952618343797734
5.300000000000001,134.1253213824322,60.388272283759854,0.51361530665387,0.12608212252659803
5.4,144.9448113472528,59.516023186415126,0.5206546193391763,0.08627550633892996
5.5,141.64436683802538,61.867326741744414,0.6226353831830851,0.3652721692922383
5.6000000000000005,138.6770867010271,55.502895669711585,0.6692041264469013,0.37510518321387964
5.7,140.69499169172946,52.787245751906646,0.6742870030444589,0.4277876676548359
5.800000000000001,147.01122579654614,47.792168751318506,0.6722969654681312,0.3774282154381769
5.9,138.18654471229556,44.038392122849615,0.668028893998278,0.3584600118097445
6.0,141.53210593830877,38.92684633080041,0.7176422280650347,0.4790517760707461
6.1000000000000005,147.41625207706653,36.45507166046026,0.7449588349449031,0.4527522118648353
6.2,154.50111015391667,36.07613587233343,0.7102406082670553,0.49556334602688346
6.300000000000001,150.2541689281716,24.856333715520464,0.7141712202577916,0.4978811380917903
6.4,149.75441185009961,24.669722668186928,0.7117764107151603,0.4852376516800904
6.5,145.33197204438557,14.173587320974383,0.8443598527115853,0.4525028261550595
6.6000000000000005,151.31754144758023,4.925713551496784,0.8738637183874571,0.4181035487305778
0.0,-21.587524392149255,2.006864647171945,0.5271543248495935,0.2944218676267716
0.1,2.742783512905989,3.392937523435421,0.5880944256100474,0.2642481456950702
0.2,15.100350082617904,18.93827633439802,0.5916040200017411,0.2968446087929921
0.30000000000000004,26.031543581085952,22.43221242113917,0.6306496553107291,0.27717872706677776
0.4,46.47882496734294,31.198748811731818,0.6079492543006502,0.30157713239166123
0.5,33.26959634720795,41.18873323603862,0.5686572099846412,0.48922446213038934
0.6000000000000001,45.6370445593794,46.99215347875005,0.5344194420676133,0.4619603376988316
0.7000000000000001,59.8541136708075,48.84653139890359,0.5872445012828896,0.48779004633371614
0.8,51.992164785026254,55.4761223900244,0.5376436594393799,0.46634120925281064
0.9,66.86430147045388,58.69211980860258,0.5947445202238442,0.49155241631968805
1.0,61.746868153672615,64.76461616465623,0.5863794872209837,0.1657970155171698
1.1,78.92951615704294,72.65416144615651,0.6206821443963909,0.18192027242125516
1.2000000000000002,84.12039384586424,71.42277016007401,0.6209693212525483,0.2149598422384465
1.3,81.67170018923584,69.81400087052326,0.5836960024218533,0.19790455485956346
1.4000000000000001,93.31058232865657,74.28210446441207,0.5874575101379853,0.19197004068413673
1.5,91.65402826093323,85.9341580457472,0.6445454506858894,0.200663818164495
1.6,99.47854303087428,86.69921234072787,0.6861285913247999,0.22321124785779348
1.7000000000000002,96.74586233496382,90.03136212711581,0.6634158423714028,0.1872481753168474
1.8,90.4044396715594,90.74115561595912,0.6668394695071305,0.1972991062950831
1.9000000000000001,105.25633693894363,89.16225724458478,0.6760948580075884,0.20654459880817846
2.0,100.41751994426669,85.58219611323585,0.6167385572513162,0.2906101920133046
2.1,90.7719897279577,95.57611622308771,0.5851009498104802,0.28267932440541443
2.2,116.86132992533128,95.31598710932268,0.5785926636380543,0.28522197795380005
2.3000000000000003,114.52421890054745,100.35341513622345,0.5793247587778304,0.2995791347954702
2.4000000000000004,115.03287062838334,101.33271740021895,0.578157942233294,0.28425145136321506
